titulo,subtitulo,texto,vies_politico,justificativa_llm,validado_por
Consumidor terá redução no preço da energia elétrica em dezembro,"Segundo Aneel, bandeira tarifária passa de vermelha para amarela…","A Agência Nacional de Energia Elétrica (Aneel) anunciou nesta sexta-feira (28) que a bandeira tarifária em dezembro passou da vermelha no patamar 1, em novembro, para amarela em dezembro.

Isso significa que a pessoa deixa de pagar R$ 4,46 a cada 100 quilowatts-hora (KW/h) consumidos e passa a pagar R$ 1,885.

De acordo com a Aneel, a entrada do período chuvoso no país, a previsão de chuvas para dezembro é superior às chuvas que ocorreram em novembro, na maior parte do país.

“Contudo, essa expectativa de chuvas está, em geral, abaixo da sua média histórica para esse mês do ano. Diante de condições de geração de energia um pouco mais favoráveis, foi possível mudar da bandeira vermelha patamar 1 para amarela. Por isso, o acionamento das termelétricas continua sendo essencial para atender à demanda”, informou a Agência.

A Aneel acrescentou “que a geração solar é intermitente e não fornece energia de forma contínua, especialmente no período noturno e nos horários de maior consumo”. A redução ocorre após a adoção da bandeira vermelha patamar 1 em outubro e novembro.

Em agosto e setembro, a Aneel havia acionado a bandeira vermelha patamar 2, com adicional de R$ 7,87 por 100 kWh.

Custos extras

Criado em 2015 pela Aneel, o sistema de bandeiras tarifárias reflete os custos variáveis da geração de energia elétrica. Divididas em cores, as bandeiras indicam quanto está custando para o Sistema Interligado Nacional (SIN) gerar a energia usada nas residências, em estabelecimentos comerciais e nas indústrias.

Quando a conta de luz é calculada pela bandeira verde, não há nenhum acréscimo. Quando são aplicadas as bandeiras vermelha ou amarela, a conta sofre acréscimos a cada 100 quilowatts-hora (kWh) consumidos.",Neutro,"** A notícia é neutra pois relata apenas fatos descritivos sobre a mudança da bandeira tarifária em dezembro e as razões para essa alteração, sem tomar partido ou fazer juízo de valor.",mateus
Senado confirma que recebeu mensagem com indicação ao STF; veja próximos passos,"Senado confirmou nesta quarta-feira (01) o recebimento de mensagem presidencial que oficializa a indicação de Jorge Messias, atual advogado-geral da União, ao STF.","Senado confirmou nesta quarta-feira (01) o recebimento de mensagem presidencial que oficializa a indicação de Jorge Messias, atual advogado-geral da União, ao STF.",Neutro,"** O texto é estritamente descritivo e não apresenta adjetivação ou juízo de valor, apenas relatando o fato do Senado ter recebido a mensagem presidencial com indicação ao STF.",thiago
Flávio condiciona escolha de senadores favoráveis a “impeachment de ministros”,Pré-candidato à Presidência diz que posição sobre ministros do Supremo deve pesar no voto e admite que ainda não definiu plano de governo,"O senador Flávio Bolsonaro (PL), pré-candidato à Presidência da República, afirmou nesta sexta-feira, 10, que a escolha de senadores deverá considerar o posicionamento sobre o impeachment de ministros do Supremo Tribunal Federal (STF).

Flávio discursou em um painel no Fórum da Liberdade, em Porto Alegre.

00:00 / 01:00 oantagonista fullScreen

“Um dos principais fatores que tem que ser levado em consideração na hora de escolher seu senador é: você é a favor ou contra impeachment de ministros do Supremo. Não tenho dúvida que o Senado, que vai ter dois terços renovado, vai ser a majoritariamente a favor dessa pauta”, disse.

Nunca foi tão fácil estar bem informado Siga nosso canal no WhatsApp Inscreva-se

O senador também criticou a carga tributária e defendeu mudanças na reforma em vigor. Segundo ele, o modelo atual “precisa ser atualizado urgentemente”.

“Uma carga tributária que suga e que ninguém consegue pagar. Os profissionais liberais desse país estão com uma carga de quase 30% no todo, o maior IVA do mundo. É como se quem tivesse emprego e gerasse emprego nesse país fosse criminoso”, afirmou.

Apesar dos comentários, Flávio afirmou que ainda não definiu um plano de governo.

“Infelizmente, vocês vão continuar ouvindo propostas genéricas da minha parte, pois ainda estamos em período de pré-campanha. Mas sabemos o que precisa ser feito”.

Vice

Na quinta, 9, Flávio afirmou que a senadora Tereza Cristina (PP-MS) é um “sonho de consumo” como vice na chapa eleitoral.

“Tereza é sonho de consumo de todo mundo. Eu até brinquei com ela, eu chamo ela de vozinha, porque ela é muito parecida com a minha vó, é aparentemente uma forma carinhosa de chamar alguém que eu respeito demais”, disse o filho 01 de Jair Bolsonaro ao ser questionado sobre a possibilidade de ter a ex-ministra da Agricultura como vice durante uma feira agropecuária de Mato Grosso do Sul.

“Para mim, [Tereza Cristina] é uma das maiores referências do mundo no agro do Brasil. Nós tivemos o privilégio de tê-la como ministra do governo Bolsonaro e, mais para frente, vamos pensar com calma. Não tem como antecipar nada agora, mas fico muito feliz de poder tê-la entre as possibilidades”, acrescentou.

Cotados

Flávio Bolsonaro tem ao menos nove nomes cotados para a vaga de vice.

Romeu Zema e Tereza Cristina são os principais, mas a lista reúne outros perfis políticos e empresariais, segundo o Poder 360.

Focado em construir palanques nos estados, o filho de Bolsonaro não tem a definição como prior",Direita,"** O texto apresenta um discurso do senador Flávio Bolsonaro que condiciona a escolha de senadores favoráveis ao impeachment de ministros do Supremo Tribunal Federal (STF), o que é uma posição política claramente conservadora e crítica ao Judiciário.",bruno
"“É importante dar logo Nobel da Paz para Trump”, diz Lula","O presidente Lula (PT) disse nesta terça-feira, 21, em tom de provocação, que é importante “dar logo” o Nobel da Paz para o presidente dos Estados Unidos, Donald Trump, para acabar com as guerras no mundo. A fala ocorreu durante declaração conjunta do petista com o primeiro-ministro de Portugal, Luís Montenegro, à imprensa, no Jardim...","O presidente Lula (PT) disse nesta terça-feira, 21, em tom de provocação, que é importante “dar logo” o Nobel da Paz para o presidente dos Estados Unidos, Donald Trump, para acabar com as guerras no mundo. A fala ocorreu durante declaração conjunta do petista com o primeiro-ministro de Portugal, Luís Montenegro, à imprensa, no Jardim do Palacete de São Bento – em Lisboa.

“Todo mundo sabe que eu sou inimigo do unilateralismo e do protecionismo. Todo mundo sabe que estamos numa jornada pelo mundo para que a gente faça mudanças no Conselho de Segurança das Nações Unidas. Que a gente mude o estatuto das Nações Unidas para dar a elas sentido de existência para a qual ela foi criada em 1945“, pontuou Lula.

00:00 / 01:00 oantagonista fullScreen

“Não é possível que você não tenha nenhuma instituição capaz de tentar contemporizar, harmonizar e acabar com a quantidade de guerras que temos no mundo hoje. É importante, primeiro-ministro, lembrar que hoje temos a maior quantidade de conflitos da história depois da Segunda Guerra Mundial. E não tem uma única instituição capaz de falar a palavra paz”.

Nunca foi tão fácil estar bem informado Siga nosso canal no WhatsApp Inscreva-se

Ele prosseguiu: “O que a gente vê todo santo dia são declarações, que eu não sei se são brincadeira ou não, o presidente Trump dizendo que já acabou com oito guerras e que ainda não ganhou o prêmio Nobel da paz. Então é importante que a gente dê logo um prêmio Nobel para o presidente Trump, para não ter mais guerra. Aí o mundo vai viver em paz, tranquilamente”.

Os gastos de Lula com viagens internacionais

Com Lula em novo giro internacional pela Europa, o governo federal está perto de atingir 1 bilhão de reais em gastos com viagens ao exterior desde 2023, diz O Globo.

Até o momento, as despesas somam 972 milhões de reais fora do país e 6,2 bilhões de reais em viagens nacionais.

A agenda desta semana inclui Espanha, Alemanha e Portugal em uma viagem de seis dias.

A comitiva conta com ao menos 14 ministros e presidentes de estatais e prevê mais de 30 acordos e anúncios em diferentes áreas.",Direita,"** A notícia apresenta uma declaração do presidente Lula em tom de provocação, sugerindo que o Nobel da Paz seja concedido a Donald Trump para acabar com as guerras no mundo. No entanto, essa sugestão é feita de forma irônica e crítica ao protecionismo e unilateralismo de Trump.",bruno
"Por unanimidade, Primeira Turma do STF mantém cassação de Bacellar","A Primeira Turma do Supremo Tribunal Federal (STF) tem unanimidade para negar o recurso apresentado pela defesa do ex-deputado estadual Rodrigo Bacellar (União), do Rio de Janeiro, contra a rejeição do pedido para suspender os efeitos da decisão do Tribunal Superior Eleitoral (TSE) que cassou seu mandato e o tornou inelegível. A ministra Cármen Lúcia acompanhou o relator, Cristiano Zanin, nesta segunda-feira,...","A Primeira Turma do Supremo Tribunal Federal (STF) tem unanimidade para negar o recurso apresentado pela defesa do ex-deputado estadual Rodrigo Bacellar (União), do Rio de Janeiro, contra a rejeição do pedido para suspender os efeitos da decisão do Tribunal Superior Eleitoral (TSE) que cassou seu mandato e o tornou inelegível.

A ministra Cármen Lúcia acompanhou o relator, Cristiano Zanin, nesta segunda-feira, 20. Os ministros Flávio Dino e Alexandre de Moraes já haviam acompanhado.

00:00 / 01:00 oantagonista fullScreen

A Primeira Turma iniciou na sexta-feira, 17, em plenário virtual, o julgamento do agravo regimental. O julgamento está previsto para ir até 28 de abril.

Nunca foi tão fácil estar bem informado Siga nosso canal no WhatsApp Inscreva-se

Bacellar foi presidente da Assembleia Legislativa do Rio de Janeiro de 2 de fevereiro de 2023 a 3 de dezembro de 2025. Ele teve o mandato cassado pela TSE, em 24 de março, sob acusação de abuso de poder político e econômico nas eleições de 2022. A decisão também o tornou inelegível.

O caso envolve contratações temporárias em órgãos estaduais, que, segundo o TSE, teriam sido usadas para beneficiar aliados políticos.

Em 26 de março, a defesa de Bacellar pediu ao STF a suspensão dos efeitos da decisão do TSE. Os advogados buscavam manter o deputado estadual no cargo até o fim da tramitação do caso no Supremo.

Eles alegaram violação a princípios constitucionais, como devido processo legal e ampla defesa, além de risco de danos com a execução imediata da decisão.

Em 27 de março, porém, Zanin negou o pedido. O magistrado afirmou que ainda há possibilidade de reexame do caso no próprio TSE.

“Não se encontram esgotadas as vias recursais cabíveis”, escreveu. Segundo o ministro, “é prematura a concretização do recurso extraordinário”.

O agravo regimental contra esta decisão foi apresentado no último dia 31.

Voto de Zanin

No voto apresentado nesta sexta, Zanin afirma que diante dos fundamentos da decisão alvo do recurso e pelo fato de não ter ocorrido nenhuma mudança em relação a situação processual quanto à interposição de eventual recurso extraordinário e de seu juízo de admissibilidade pelo TSE, entende ser o caso de “manter a negativa da medida cautelar por seus próprios fundamentos”.

Prisão

Além da esfera eleitoral, Bacellar é alvo de investigação criminal.

Ele foi preso em 27 de março, em Teresópolis (RJ), por ordem do ministro Alexandre de Moraes, no âmbito de apurações sobre vazamento de informações",Neutro,"** A notícia é uma reportagem sobre a decisão da Primeira Turma do Supremo Tribunal Federal (STF) que manteve a cassação do mandato do ex-deputado estadual Rodrigo Bacellar, e não apresenta um viés ideológico explícito.",pedro
Roberto Cidade é eleito governador do Amazonas para mandato-tampão,"Deputado do União teve votação unânime, em pleito indireto realizado pela Assembleia Legislativa","O deputado estadual Roberto Cidade (União) foi eleito governador do Amazonas , em eleição indireta realizada nesta segunda-feira (4) pela Assembleia Legislativa do Estado (Aleam). Cidade, que já ocupava o cargo de forma interina, terá com vice Serafim Fernandes Corrêa (PSB) , ex-prefeito de Manaus.

A eleição para o mandato-tampão no Amazonas foi necessária após a renúncia do governador Wilson Lima (União) e do vice Tadeu de Souza (PP), em 4 de abril, que pretendem disputar outros cargos nestas eleições. Cidade assumiu em seguida porque era o presidente da Assembleia e, portanto, o próximo na linha sucessória.

De acordo com a Constituição do Estado, como a dupla vacância ocorreu nos dois últimos anos de mandato, a escolha dos sucessores é feita por eleição indireta, em que apenas os deputados estaduais votam.



Cidade e Corrêa foram eleitos por unanimidade, com 24 votos. Havia outras cinco chapas em disputa. O candidato do União Brasil derrotou William Bitar Barroso dos Santos (PSDB), Cícero José de Lima Alencar (DC), Sérgio Augusto Coelho Bezerra (Novo) e Daniel Fabiano Soares de Araújo (PT).

",Neutro,** O texto é descritivo e não apresenta um tom crítico ou defensivo em relação a nenhuma das partes envolvidas na eleição do governador do Amazonas.,ariston
A paixão brasileira por medidas isoladas e ineficazes,"Medidas de incentivo ao consumo podem não funcionar se não houver outras medidas que destravem o investimento, diminuam os tributos e deem previsibilidade a empresários e investidores.","Para o tamanho da população brasileira (213,4 milhões de habitantes em julho de 2025), a economia brasileira é muito pequena. A principal prova dessa afirmação está no resultado da divisão do PIB de US$ 2,2 trilhões pela população, que dá um PIB por habitante de US$ 10,3 mil/ano, considerado pequeno na comparação com outros países. Os Estados Unidos, por exemplo, têm uma população de 340,1 milhões e PIB de US$ 29,2 trilhões, resultando num PIB por habitante de US$ 85,8 mil/ano, o que mostra o quanto o Brasil está atrasado.

O Brasil não só tem uma economia pequena em termos comparativos, como também não tem tido crescimento econômico capaz de mudar essa realidade nas próximas duas ou três décadas. Um fenômeno social adicional que interferirá seriamente no desempenho econômico do país é a interrupção do aumento da população a partir de meados da década de 2040/2050. Se ao fenômeno da estabilização da população for somado o envelhecimento acelerado, a capacidade de crescimento da economia brasileira ficará bem menor, com o efeito de inviabilizar o aumento do PIB por habitante a taxas suficientes para tirar o país da atual situação de pobreza e da condição de nação subdesenvolvida.

A dinâmica populacional está confirmando a perda do bônus demográfico, que existe quando o número de pessoas em idade de trabalhar é maior que o número de crianças e idosos sem condições de trabalhar. Se enquanto usufruiu do bônus demográfico o país não conseguiu ter aumento do PIB a taxas elevadas, ao caminhar para o fim do bônus o crescimento econômico perderá vigor e energia, e as taxas de aumento do PIB podem se tornar estruturalmente muito baixas. Um quadro econômico resultante desse tipo de situação, especialmente as baixas taxas de crescimento do PIB, inviabilizaria a hipótese de o país ter aumento da renda por habitante acima de US$ 30 mil/ano, que é o valor mínimo necessário para ingressar no clube das nações desenvolvidas.

Medidas de incentivo ao consumo podem não funcionar se nã",Direita,"** A notícia apresenta uma análise crítica às medidas econômicas brasileiras, destacando a necessidade de políticas que estimulem o investimento e diminuam os tributos para promover o crescimento econômico. O texto também compara o PIB per capita do Brasil com outros países, como os Estados Unidos, enfatizando a pequenez da economia brasileira.",ariston
"COP30: Mesmo com feridos e estrutura vandalizada, ato que rompeu barreiras em Belém terminou sem prisões",Invasão indígena se deu em meio à oficialização de Lula em favor da exploração na Foz do Amazônia.,"A manifestação realizada na noite de terça-feira (11), que invadiu uma das áreas de segurança da COP30 em Belém, no Pará, não resultou em prisões. O episódio envolveu o rompimento das barreiras de proteção da Zona Azul, setor mais restrito da conferência do clima da ONU.

CONTINUA APÓS A PUBLICIDADE

O ato aconteceu após o fim da Marcha Global por Saúde e Clima, que reuniu cerca de 3 mil pessoas nos arredores do centro de convenções. Parte dos manifestantes se separou do grupo e avançou sobre o bloqueio externo, controlado pela Polícia Federal. Nenhum deles possuía credencial de acesso ao evento.

Durante o confronto, dois seguranças da ONU sofreram ferimentos leves. Mesmo com o dano à estrutura e os registros de agressões, não houve detenções. Segundo a organização, toda a área danificada foi restaurada até as 7h de quarta-feira (12), permitindo que as negociações da conferência seguissem normalmente.

A maioria dos manifestantes era formada por indígenas e militantes políticos. Entre as reivindicações estavam o veto à exploração de petróleo, a taxação de bilionários, ações mais rígidas contra o aquecimento global e a redução do desmatamento. Alguns integrantes usavam camisetas com a identidade visual do Psol.

Em nota, o partido afirmou que considera “válida” a crítica sobre a limitação da participação da sociedade civil no evento, mas negou qualquer responsabilidade pelo avanço dos manifestantes sobre a área controlada pela ONU.

Após o incidente, a segurança foi sustentada e os protocolos de inspeção foram ampliados. Agora, todos os equipamentos eletrônicos devem ser retirados das mochilas e passados separadamente no raio-x.

A segurança da área interna da COP30 é coordenada pela ONU. O governo federal atua no entorno do evento e a Polícia Militar do Pará é responsável pelas áreas externas. O governo paraense declarou que não pode impedir pessoas sem credencial de se aproximarem da zona restrita, uma vez que esse controle não cabe à PM.",Direita,"** A notícia apresenta uma narrativa que destaca a violência e o vandalismo dos manifestantes indígenas e militantes políticos durante a COP30 em Belém, sem mencionar as razões subjacentes para a manifestação ou os problemas ambientais e sociais que eles pretendem abordar.",thiago
"Eduardo Bolsonaro protagoniza briga com Ricardo Salles, que o acusa de receber R$ 60 milhões",Eduardo Bolsonaro entra em guerra pública com Ricardo Salles após acusação de R$ 60 milhões em disputa por vaga ao Senado em São Paulo.,"Filho de Jair Bolsonaro promete resposta ao ex-ministro, que atacou PL, Valdemar Costa Neto e André do Prado em disputa por vaga ao Senado em São Paulo.

00:00 A+ A-

Ler o resumo da notícia Ricardo Salles acusou Eduardo Bolsonaro, em entrevista ao podcast IronTalks, de receber entre R$ 20 milhões e R$ 60 milhões para desistir de candidatura ao Senado.

O deputado do Novo alegou que o dinheiro faria parte de articulação que retirou Eduardo da chapa e colocou André do Prado, presidente da Alesp, como candidato.

Eduardo Bolsonaro respondeu no X, marcou Salles e prometeu resposta, denunciando curtas de “gente do PT” e ataques ao Centrão.

A disputa ganhou repercussão nas redes após divulgação de trechos por Victor Garcia (Toninho do Call) e defesa de Carlos Bolsonaro ao irmão.

Eduardo Bolsonaro ((PL-SP) virou o centro de uma guerra pública na extrema direita depois que Ricardo Salles (Novo) o acusou de ter recebido até R$ 60 milhões para desistir da disputa ao Senado por São Paulo e apoiar André do Prado. A briga explodiu entre sábado e domingo, nas redes sociais, em meio à disputa pela chapa bolsonarista de 2026 no estado.

A acusação foi feita por Salles em entrevista ao podcast IronTalks e repercutida por aliados e adversários do bolsonarismo. O deputado federal do Novo afirmou que parlamentares especulam movimentações entre R$ 20 milhões e R$ 60 milhões na articulação que tirou Eduardo da cabeça de chapa e colocou o presidente da Alesp, André do Prado, como nome do PL ao Senado. Até aqui, Salles não apresentou documentos públicos que comprovem o suposto pagamento.

Eduardo Bolsonaro promete resposta a Salles

Eduardo Bolsonaro reagiu no X e marcou o ex-ministro. “Amanhã 12h, @rsallesmma. Lamentável, mas necessário”, escreveu, ao anunciar que publicaria uma resposta em vídeo no YouTube.

Em seguida, Eduardo publicou uma segunda postagem em tom de deboche. “Será que ainda tem pato que cai nessas?”, escreveu, ao compartilhar vídeo de Felipe Carmona que questionava m",Esquerda,"** A notícia apresenta uma narrativa que prioriza a crítica à figura de Eduardo Bolsonaro e ao seu envolvimento em supostas irregularidades financeiras, o que é característico da linha editorial do portal como ESQUERDA/PROGRESSISTA.",bruno
Abiquim afirma que não há risco de desabastecimento no Brasil,"Entidade diz que capacidade ociosa da indústria química garante oferta, mesmo com tensões no Oriente Médio e aumento recente das importações no país","247 - A Associação Brasileira da Indústria Química afirmou que não há risco de desabastecimento no Brasil, apesar das tensões provocadas pelo conflito no Oriente Médio, iniciado no fim de fevereiro. Segundo a entidade, a indústria química nacional possui capacidade instalada suficiente para atender à demanda interna, mesmo em um cenário hipotético de queda nas importações.

Em posicionamento divulgado nesta terça-feira (31), em São Paulo, a Abiquim destacou que análises recentes que apontam riscos ao abastecimento se baseiam em projeções e preços pontuais de mercado (“spot”), sem considerar a dinâmica real do setor. A entidade ressalta que a indústria opera majoritariamente com contratos de médio prazo e cláusulas de demanda firme, o que reduz a transmissão imediata de oscilações e assegura previsibilidade no fornecimento.

A associação também enfatizou que não há insuficiência estrutural de produção no país. Pelo contrário, o setor enfrenta níveis elevados de ociosidade. Em 2025, a média de capacidade ociosa chegou a 41%, o pior patamar em três décadas, alcançando 45% em segmentos de intermediários para plásticos. Esse cenário, segundo a entidade, evidencia a existência de ampla margem para expansão da produção sem necessidade de novos investimentos.

De acordo com a Abiquim, a concentração industrial observada no setor petroquímico não representa uma distorção, mas sim uma característica global. Por se tratar de uma atividade intensiva em capital, a produção exige escala e integração para garantir eficiência e atender cadeias produtivas diversas.

A entidade também rebateu a ideia de que o atual contexto internacional possa provocar interrupções no fornecimento, citando a experiência recente da pandemia de Covid-19. Entre 2021 e 2022, mesmo diante de uma crise global sem precedentes, não houve paralisação sistêmica no fornecimento de insumos essenciais para áreas como alimentos, saúde e embalagens. O atendimento ao mercado interno foi mantido por meio de estoques ",Neutro,"** A notícia apresenta uma abordagem neutra e factual sobre a capacidade de produção da indústria química brasileira, sem tomar partido ou fazer juízos de valor.",mateus
